time,latitude,longitude,depth,mag,magType,place,updated,type,status,year,month,day,hour,minute,second,horizontalError,depthError
2021-09-04,39.12174843198703,-118.44648767104482,10.45100137552289,5.916088695359206,mb,Ring of Fire - California,2021-09-04,earthquake,reviewed,2021,9,4,0,0,0,10,5
2023-11-06,32.855352823361685,-124.83515119685656,7.1776738149433505,6.530413281951329,mb,Ring of Fire - California,2023-11-06,earthquake,reviewed,2023,11,6,0,0,0,10,5
2024-11-04,37.80414839753674,-120.80606047252077,19.1877777391518,5.374015167226605,mb,Ring of Fire - California,2024-11-04,earthquake,reviewed,2024,11,4,0,0,0,10,5
2023-07-30,36.55396273338571,-122.8335883730979,2.0881450239287305,5.9507010450806925,mb,Ring of Fire - California,2023-07-30,earthquake,reviewed,2023,7,30,0,0,0,10,5
2023-07-06,38.47401731534094,-122.36212465674721,5.468509224502083,5.483894815982768,mb,Ring of Fire - California,2023-07-06,earthquake,reviewed,2023,7,6,0,0,0,10,5
2019-05-15,37.34507669902842,-116.97371247860059,11.798603718304257,6.05158696939682,mb,Ring of Fire - California,2019-05-15,earthquake,reviewed,2019,5,15,0,0,0,10,5
2015-08-27,41.27003522074874,-123.21016296721602,21.982908274469697,5.8819749536535735,mb,Ring of Fire - California,2015-08-27,earthquake,reviewed,2015,8,27,0,0,0,10,5
2022-09-04,36.70574376281119,-117.2000376460443,9.643664646868615,4.866902045018167,mb,Ring of Fire - California,2022-09-04,earthquake,reviewed,2022,9,4,0,0,0,10,5
2017-07-01,33.28513919504388,-121.38405594775948,23.239983240515848,6.231789009757827,mb,Ring of Fire - California,2017-07-01,earthquake,reviewed,2017,7,1,0,0,0,10,5
2022-10-03,37.00635526305242,-120.64408364216051,11.651735463662225,4.871922362746306,mb,Ring of Fire - California,2022-10-03,earthquake,reviewed,2022,10,3,0,0,0,10,5
2017-11-22,35.18238279174931,-122.1588676535579,7.891409535184476,5.317837809489698,mb,Ring of Fire - California,2017-11-22,earthquake,reviewed,2017,11,22,0,0,0,10,5
2023-09-25,37.154659546633546,-121.8395664431622,4.366057475628675,5.115193618486358,mb,Ring of Fire - California,2023-09-25,earthquake,reviewed,2023,9,25,0,0,0,10,5
2021-12-03,39.20273074985825,-122.57560108722654,12.372538264867014,5.520380580867459,mb,Ring of Fire - California,2021-12-03,earthquake,reviewed,2021,12,3,0,0,0,10,5
2019-06-06,37.56601134253,-117.18291252750257,189.2583234256974,5.810498782936367,mb,Ring of Fire - California,2019-06-06,earthquake,reviewed,2019,6,6,0,0,0,10,5
2018-08-18,35.952474094331635,-124.2442920451852,14.340561383231881,5.512309097037709,mb,Ring of Fire - California,2018-08-18,earthquake,reviewed,2018,8,18,0,0,0,10,5
2020-03-18,37.3972449296609,-121.63122333109777,138.6111238968734,5.496452070213705,mb,Ring of Fire - California,2020-03-18,earthquake,reviewed,2020,3,18,0,0,0,10,5
2017-01-27,31.04762477400657,-120.7811076664317,3.743615775756314,4.801115373650246,mb,Ring of Fire - California,2017-01-27,earthquake,reviewed,2017,1,27,0,0,0,10,5
2022-03-07,39.11138765125246,-121.10358988108945,112.02738580599443,4.995398423781305,mb,Ring of Fire - California,2022-03-07,earthquake,reviewed,2022,3,7,0,0,0,10,5
2023-04-14,39.993807831108725,-121.90010817271965,4.704343581105943,5.584200459729178,mb,Ring of Fire - California,2023-04-14,earthquake,reviewed,2023,4,14,0,0,0,10,5
2023-11-02,34.47483319601023,-117.07000051432014,3.381997639534239,4.573948372737739,mb,Ring of Fire - California,2023-11-02,earthquake,reviewed,2023,11,2,0,0,0,10,5
2018-04-20,33.114834623784475,-124.68230468009007,15.90000942185537,5.2293058926464795,mb,Ring of Fire - California,2018-04-20,earthquake,reviewed,2018,4,20,0,0,0,10,5
2015-10-01,37.5817644306518,-119.81041918844932,16.623849772615,6.123082498938972,mb,Ring of Fire - California,2015-10-01,earthquake,reviewed,2015,10,1,0,0,0,10,5
2022-10-20,33.22253067357769,-116.82225252951673,7.052219016559164,5.551725968855243,mb,Ring of Fire - California,2022-10-20,earthquake,reviewed,2022,10,20,0,0,0,10,5
2016-12-12,38.58540491490863,-118.86777724833019,18.109917439335344,6.107714906843028,mb,Ring of Fire - California,2016-12-12,earthquake,reviewed,2016,12,12,0,0,0,10,5
2015-10-27,43.194023951754275,-120.61999672857809,44.17292937416269,5.661327026510715,mb,Ring of Fire - California,2015-10-27,earthquake,reviewed,2015,10,27,0,0,0,10,5
2017-08-01,34.16359498001603,-115.16977163043106,46.22122767435484,6.094641726719821,mb,Ring of Fire - California,2017-08-01,earthquake,reviewed,2017,8,1,0,0,0,10,5
2018-01-07,35.07160455763458,-117.50213943293734,9.577298736732319,5.813603171397326,mb,Ring of Fire - California,2018-01-07,earthquake,reviewed,2018,1,7,0,0,0,10,5
2019-05-29,39.10110840894305,-121.1923775093539,57.51783120668096,5.263145430932695,mb,Ring of Fire - California,2019-05-29,earthquake,reviewed,2019,5,29,0,0,0,10,5
2023-05-24,39.273423768728485,-122.96914073375825,9.395876122188522,5.034282354944937,mb,Ring of Fire - California,2023-05-24,earthquake,reviewed,2023,5,24,0,0,0,10,5
2020-01-29,34.19369378362388,-120.56279646383052,8.798477794527603,5.746474905233485,mb,Ring of Fire - California,2020-01-29,earthquake,reviewed,2020,1,29,0,0,0,10,5
2020-06-25,35.008385600271275,-115.59219805488802,5.4908796824796795,5.306523227187778,mb,Ring of Fire - California,2020-06-25,earthquake,reviewed,2020,6,25,0,0,0,10,5
2020-03-06,36.77062134748157,-116.21782395283408,28.02857507422035,5.332652515745867,mb,Ring of Fire - California,2020-03-06,earthquake,reviewed,2020,3,6,0,0,0,10,5
2022-02-15,38.389179268387764,-124.30715410233181,5.032792010672371,5.810879061839147,mb,Ring of Fire - California,2022-02-15,earthquake,reviewed,2022,2,15,0,0,0,10,5
2018-05-05,35.00510046604001,-124.62846644711163,13.550662192560841,5.408842649641503,mb,Ring of Fire - California,2018-05-05,earthquake,reviewed,2018,5,5,0,0,0,10,5
2015-09-17,43.109345748888096,-115.94055347559801,38.34672259164547,5.362693010985023,mb,Ring of Fire - California,2015-09-17,earthquake,reviewed,2015,9,17,0,0,0,10,5
2023-05-12,41.57677345836705,-115.4459211252886,40.79902191194968,5.073677545182174,mb,Ring of Fire - California,2023-05-12,earthquake,reviewed,2023,5,12,0,0,0,10,5
2016-05-22,36.98962125831918,-119.93249346732006,116.43908432512325,5.339433762505275,mb,Ring of Fire - California,2016-05-22,earthquake,reviewed,2016,5,22,0,0,0,10,5
2024-05-10,40.482858072227685,-120.43568593751677,24.21906919189253,5.458777020425424,mb,Ring of Fire - California,2024-05-10,earthquake,reviewed,2024,5,10,0,0,0,10,5
2017-11-07,34.01055850510243,-120.57384076710933,13.317194425781077,5.493290006369508,mb,Ring of Fire - California,2017-11-07,earthquake,reviewed,2017,11,7,0,0,0,10,5
2014-01-25,41.091475520801126,-119.98123037708778,90.13584821149095,5.0126568406412115,mb,Ring of Fire - California,2014-01-25,earthquake,reviewed,2014,1,25,0,0,0,10,5
2016-03-16,38.97369218099775,-120.16430008994665,40.379172028364444,5.476228280865822,mb,Ring of Fire - California,2016-03-16,earthquake,reviewed,2016,3,16,0,0,0,10,5
2021-01-01,36.63203469907714,-122.4555744169502,20.625904362818417,6.511106281486043,mb,Ring of Fire - California,2021-01-01,earthquake,reviewed,2021,1,1,0,0,0,10,5
2015-02-25,37.56609928699032,-118.50861702793138,5.596933108594125,5.881360996690622,mb,Ring of Fire - California,2015-02-25,earthquake,reviewed,2015,2,25,0,0,0,10,5
2023-03-26,38.004729809379825,-115.60080382619697,40.22403913474627,4.890925793965364,mb,Ring of Fire - California,2023-03-26,earthquake,reviewed,2023,3,26,0,0,0,10,5
2016-06-12,40.17802090661864,-117.91107195393992,15.049825976220166,4.8462722333702954,mb,Ring of Fire - California,2016-06-12,earthquake,reviewed,2016,6,12,0,0,0,10,5
2017-04-01,35.2781961007774,-119.97212979507992,54.19615405125694,5.862961805824201,mb,Ring of Fire - California,2017-04-01,earthquake,reviewed,2017,4,1,0,0,0,10,5
2016-12-03,31.050203229679774,-121.38252803684965,2.656721443619839,5.038637845937686,mb,Ring of Fire - California,2016-12-03,earthquake,reviewed,2016,12,3,0,0,0,10,5
2016-11-02,37.054299892971684,-124.35125472369631,25.52155742027939,5.980542984120986,mb,Ring of Fire - California,2016-11-02,earthquake,reviewed,2016,11,2,0,0,0,10,5
2022-07-06,31.04317462356195,-116.11494858959287,35.76469090803531,5.441564540919434,mb,Ring of Fire - California,2022-07-06,earthquake,reviewed,2022,7,6,0,0,0,10,5
2017-06-25,33.35886340308025,-117.40918347934114,10.26859231142915,5.762432495862565,mb,Ring of Fire - California,2017-06-25,earthquake,reviewed,2017,6,25,0,0,0,10,5
2015-07-06,37.383455611385784,-121.84791135925678,6.366896875879345,5.221938601290169,mb,Ring of Fire - California,2015-07-06,earthquake,reviewed,2015,7,6,0,0,0,10,5
2018-10-27,36.45494056532359,-118.34550441001272,6.669241471767491,6.2356310626029074,mb,Ring of Fire - California,2018-10-27,earthquake,reviewed,2018,10,27,0,0,0,10,5
2020-03-28,34.81615039757706,-121.0647640610977,1.9243266516454403,6.563648706874784,mb,Ring of Fire - California,2020-03-28,earthquake,reviewed,2020,3,28,0,0,0,10,5
2022-12-21,41.50087469634434,-110.57667213900973,5.077496169953764,6.18538686196219,mb,Ring of Fire - California,2022-12-21,earthquake,reviewed,2022,12,21,0,0,0,10,5
2018-10-24,39.01178987833321,-123.41712866573427,11.023756194305571,5.162753885270817,mb,Ring of Fire - California,2018-10-24,earthquake,reviewed,2018,10,24,0,0,0,10,5
2018-05-29,35.98331297526274,-118.4165996506474,6.18249560032102,4.892031374745397,mb,Ring of Fire - California,2018-05-29,earthquake,reviewed,2018,5,29,0,0,0,10,5
2018-09-11,35.0256735718517,-123.05247318866424,4.432674116265006,5.443201536182626,mb,Ring of Fire - California,2018-09-11,earthquake,reviewed,2018,9,11,0,0,0,10,5
2018-10-14,42.0971822571909,-119.69206469107868,19.110877798596558,5.9306117075499225,mb,Ring of Fire - California,2018-10-14,earthquake,reviewed,2018,10,14,0,0,0,10,5
2019-05-06,35.280198655491546,-118.68597832489306,14.429413627851558,5.555117385193046,mb,Ring of Fire - California,2019-05-06,earthquake,reviewed,2019,5,6,0,0,0,10,5
2014-12-13,38.50600566719968,-125.12058768657914,1.0,5.366080283715845,mb,Ring of Fire - California,2014-12-13,earthquake,reviewed,2014,12,13,0,0,0,10,5
2022-05-10,39.66220093208765,-123.65107924099962,1.847638342832541,5.976803458768762,mb,Ring of Fire - California,2022-05-10,earthquake,reviewed,2022,5,10,0,0,0,10,5
2018-09-17,37.97989588677038,-121.04610490632038,2.5341916700265323,5.267350418257832,mb,Ring of Fire - California,2018-09-17,earthquake,reviewed,2018,9,17,0,0,0,10,5
2016-06-13,42.39844972677603,-121.84080075552767,32.443395365580905,5.790218595516897,mb,Ring of Fire - California,2016-06-13,earthquake,reviewed,2016,6,13,0,0,0,10,5
2023-09-28,38.10114037878991,-119.16056443709293,16.10167167212945,5.722521349947093,mb,Ring of Fire - California,2023-09-28,earthquake,reviewed,2023,9,28,0,0,0,10,5
2020-07-18,36.68446174962273,-121.60934111689114,7.991985774273542,5.0838134647532,mb,Ring of Fire - California,2020-07-18,earthquake,reviewed,2020,7,18,0,0,0,10,5
2024-01-29,39.96820319100913,-117.2892858238932,1.5178331207651004,6.007690761192033,mb,Ring of Fire - California,2024-01-29,earthquake,reviewed,2024,1,29,0,0,0,10,5
2019-10-25,36.20109418213003,-121.08682922726315,50.85816117064265,5.505632706797681,mb,Ring of Fire - California,2019-10-25,earthquake,reviewed,2019,10,25,0,0,0,10,5
2021-07-25,34.55193078416139,-122.54741893953897,5.4513446981084845,5.389300870907452,mb,Ring of Fire - California,2021-07-25,earthquake,reviewed,2021,7,25,0,0,0,10,5
2022-04-19,35.65067730942886,-122.337091579228,2.242459122103695,5.8987333702371245,mb,Ring of Fire - California,2022-04-19,earthquake,reviewed,2022,4,19,0,0,0,10,5
2020-07-18,36.69705896152199,-123.36555247500144,3.6465602165513302,5.434870946281626,mb,Ring of Fire - California,2020-07-18,earthquake,reviewed,2020,7,18,0,0,0,10,5
2017-09-28,37.473926255696476,-122.4928070649782,107.31136125912259,5.62129715757096,mb,Ring of Fire - California,2017-09-28,earthquake,reviewed,2017,9,28,0,0,0,10,5
2015-05-18,34.96174131717133,-119.12825895637638,59.7068608618601,6.040790364182391,mb,Ring of Fire - California,2015-05-18,earthquake,reviewed,2015,5,18,0,0,0,10,5
2019-03-26,36.58957731556042,-122.1152881700567,6.252079196492284,5.261768882746889,mb,Ring of Fire - California,2019-03-26,earthquake,reviewed,2019,3,26,0,0,0,10,5
2014-10-05,40.38470027847363,-122.13270986329333,27.867602161546905,6.026867658824466,mb,Ring of Fire - California,2014-10-05,earthquake,reviewed,2014,10,5,0,0,0,10,5
2015-09-05,36.598098712702146,-118.91122362383125,12.829194380059755,5.098958350439515,mb,Ring of Fire - California,2015-09-05,earthquake,reviewed,2015,9,5,0,0,0,10,5
2016-08-30,37.167219319979104,-118.0057107308269,57.07313336727276,4.380338666717887,mb,Ring of Fire - California,2016-08-30,earthquake,reviewed,2016,8,30,0,0,0,10,5
2022-03-15,36.997179456411644,-121.30742205790186,35.09435301983161,5.143078981374254,mb,Ring of Fire - California,2022-03-15,earthquake,reviewed,2022,3,15,0,0,0,10,5
2021-02-01,41.66601471842523,-120.94853775772685,40.976885643732146,4.9999596287065,mb,Ring of Fire - California,2021-02-01,earthquake,reviewed,2021,2,1,0,0,0,10,5
2019-08-20,29.62493203229188,-122.21954873870462,1.893844096207014,5.011398279874088,mb,Ring of Fire - California,2019-08-20,earthquake,reviewed,2019,8,20,0,0,0,10,5
2019-02-15,38.303130766085104,-119.60515388018177,15.089730146751995,5.745793253795236,mb,Ring of Fire - California,2019-02-15,earthquake,reviewed,2019,2,15,0,0,0,10,5
2017-01-11,38.916524508221784,-122.90808543014187,20.84131037602989,5.310538553231756,mb,Ring of Fire - California,2017-01-11,earthquake,reviewed,2017,1,11,0,0,0,10,5
2014-09-12,36.68156081553001,-117.31712841586055,49.48047458846683,5.540013544173774,mb,Ring of Fire - California,2014-09-12,earthquake,reviewed,2014,9,12,0,0,0,10,5
2020-01-30,42.72440273104814,-116.39706740746306,13.02450315648449,5.1568134203972065,mb,Ring of Fire - California,2020-01-30,earthquake,reviewed,2020,1,30,0,0,0,10,5
2016-02-22,33.3203182602941,-120.55741683029933,4.910362254888275,5.46965728339904,mb,Ring of Fire - California,2016-02-22,earthquake,reviewed,2016,2,22,0,0,0,10,5
2021-07-27,36.58742532894613,-117.13535692252887,13.285810692059584,5.292275579867239,mb,Ring of Fire - California,2021-07-27,earthquake,reviewed,2021,7,27,0,0,0,10,5
2022-08-13,39.46614532111622,-115.01421068895817,19.1903118266352,5.180655079678099,mb,Ring of Fire - California,2022-08-13,earthquake,reviewed,2022,8,13,0,0,0,10,5
2022-06-16,41.17871055460796,-112.44962445986697,6.615233122634676,5.594859598103145,mb,Ring of Fire - California,2022-06-16,earthquake,reviewed,2022,6,16,0,0,0,10,5
2021-07-29,41.67922584185189,-123.44119679915723,7.91734719439055,5.624868033931906,mb,Ring of Fire - California,2021-07-29,earthquake,reviewed,2021,7,29,0,0,0,10,5
2014-04-29,32.82734558705683,-120.45286644860668,7.3887008102191425,5.2821040469973575,mb,Ring of Fire - California,2014-04-29,earthquake,reviewed,2014,4,29,0,0,0,10,5
2017-12-26,37.97271190379903,-117.1628126620493,7.691904698316758,5.834000436970712,mb,Ring of Fire - California,2017-12-26,earthquake,reviewed,2017,12,26,0,0,0,10,5
2015-01-03,37.39621939756054,-122.12636379784941,9.061905306886876,5.1326624372746945,mb,Ring of Fire - California,2015-01-03,earthquake,reviewed,2015,1,3,0,0,0,10,5
2020-01-07,39.3917568956201,-124.6171647647114,6.442871914243973,6.11416385527223,mb,Ring of Fire - California,2020-01-07,earthquake,reviewed,2020,1,7,0,0,0,10,5
2023-03-03,45.404231134657536,-117.71785309987328,7.456225229706308,5.370890473298602,mb,Ring of Fire - California,2023-03-03,earthquake,reviewed,2023,3,3,0,0,0,10,5
2014-09-15,35.49702820957017,-122.86563542909909,8.800783626840017,5.17652347294099,mb,Ring of Fire - California,2014-09-15,earthquake,reviewed,2014,9,15,0,0,0,10,5
2021-06-16,41.2127256717707,-123.485472893649,15.4458100768372,6.075387649550475,mb,Ring of Fire - California,2021-06-16,earthquake,reviewed,2021,6,16,0,0,0,10,5
2022-04-04,40.57370558554223,-116.78742720626255,44.33382149828938,5.927158669586891,mb,Ring of Fire - California,2022-04-04,earthquake,reviewed,2022,4,4,0,0,0,10,5
2017-07-26,44.51964967195741,-121.04966827179491,24.58019352109616,5.490431759107546,mb,Ring of Fire - California,2017-07-26,earthquake,reviewed,2017,7,26,0,0,0,10,5
2017-08-20,37.60043509912145,-121.11498310105293,25.368759154724675,5.984591493681134,mb,Ring of Fire - California,2017-08-20,earthquake,reviewed,2017,8,20,0,0,0,10,5
2022-11-08,38.33640989452831,-120.8946350580412,13.944925417992401,5.722052983324382,mb,Ring of Fire - California,2022-11-08,earthquake,reviewed,2022,11,8,0,0,0,10,5
2021-03-03,33.552086267829516,-116.90575228069798,5.576951519213852,5.6609175950113855,mb,Ring of Fire - California,2021-03-03,earthquake,reviewed,2021,3,3,0,0,0,10,5
2023-07-21,35.908991947581356,-121.05619594414851,51.45474543644581,5.750996715337168,mb,Ring of Fire - California,2023-07-21,earthquake,reviewed,2023,7,21,0,0,0,10,5
2015-07-10,37.416474271424015,-119.4198743682964,5.913791299710283,5.421243006104958,mb,Ring of Fire - California,2015-07-10,earthquake,reviewed,2015,7,10,0,0,0,10,5
2018-04-03,39.03659298392827,-123.33948120672268,23.607208053837752,5.378895696102837,mb,Ring of Fire - California,2018-04-03,earthquake,reviewed,2018,4,3,0,0,0,10,5
2021-05-20,41.96090564808957,-121.60425241377274,8.074573704230897,5.405756570120586,mb,Ring of Fire - California,2021-05-20,earthquake,reviewed,2021,5,20,0,0,0,10,5
2020-01-16,39.928562913661594,-110.82088118674604,7.071459911575887,5.8893763928764225,mb,Ring of Fire - California,2020-01-16,earthquake,reviewed,2020,1,16,0,0,0,10,5
2015-12-02,43.302748417704734,-120.10021254300864,22.104296394293,5.579994158945935,mb,Ring of Fire - California,2015-12-02,earthquake,reviewed,2015,12,2,0,0,0,10,5
2019-01-26,40.45591155120957,-123.02851546037833,7.036361634289592,5.852969068221649,mb,Ring of Fire - California,2019-01-26,earthquake,reviewed,2019,1,26,0,0,0,10,5
2016-10-30,39.53813502666822,-125.22447496984229,2.993075982412353,5.985544169191101,mb,Ring of Fire - California,2016-10-30,earthquake,reviewed,2016,10,30,0,0,0,10,5
2019-07-25,34.62354513001803,-122.20382840644464,28.043544795504882,5.272333255506867,mb,Ring of Fire - California,2019-07-25,earthquake,reviewed,2019,7,25,0,0,0,10,5
2014-06-20,35.95682931540709,-116.80744814121414,20.25425802187441,6.557525841071101,mb,Ring of Fire - California,2014-06-20,earthquake,reviewed,2014,6,20,0,0,0,10,5
2023-06-19,38.72261254321386,-121.1859033153897,10.177429546412743,5.350656049887446,mb,Ring of Fire - California,2023-06-19,earthquake,reviewed,2023,6,19,0,0,0,10,5
2016-07-09,37.53679518681448,-120.20839815483772,18.625816453226275,6.179869627518509,mb,Ring of Fire - California,2016-07-09,earthquake,reviewed,2016,7,9,0,0,0,10,5
2019-07-23,39.26953876085916,-121.71858291921433,4.08944632792158,5.860296946438178,mb,Ring of Fire - California,2019-07-23,earthquake,reviewed,2019,7,23,0,0,0,10,5
2014-11-09,41.72704569167588,-117.89338705823216,4.389074118996039,5.978064520646629,mb,Ring of Fire - California,2014-11-09,earthquake,reviewed,2014,11,9,0,0,0,10,5
2023-10-24,40.6437014174593,-119.49046530718685,10.036694436413972,4.967778259544775,mb,Ring of Fire - California,2023-10-24,earthquake,reviewed,2023,10,24,0,0,0,10,5
2022-05-08,37.39456819023447,-120.52613905296295,8.38361436105789,6.105161924970776,mb,Ring of Fire - California,2022-05-08,earthquake,reviewed,2022,5,8,0,0,0,10,5
2014-06-11,38.95856001675747,-118.5556891141593,6.051660708905725,5.052333212411649,mb,Ring of Fire - California,2014-06-11,earthquake,reviewed,2014,6,11,0,0,0,10,5
2016-08-07,38.17886218952032,-118.32066451564012,2.4168027019339955,5.57301055852222,mb,Ring of Fire - California,2016-08-07,earthquake,reviewed,2016,8,7,0,0,0,10,5
2021-06-30,37.41920502789526,-128.09243670924894,21.74752001109414,5.448815965194817,mb,Ring of Fire - California,2021-06-30,earthquake,reviewed,2021,6,30,0,0,0,10,5
2020-07-23,38.2861839798822,-120.6129216258005,10.920958517188511,5.8384441022403575,mb,Ring of Fire - California,2020-07-23,earthquake,reviewed,2020,7,23,0,0,0,10,5
2023-02-23,34.78879439003381,-122.88840364417585,39.826241928714,6.550620555734888,mb,Ring of Fire - California,2023-02-23,earthquake,reviewed,2023,2,23,0,0,0,10,5
2020-01-30,39.397304392065664,-122.08656045061022,8.98538222684894,4.815398999957754,mb,Ring of Fire - California,2020-01-30,earthquake,reviewed,2020,1,30,0,0,0,10,5
2023-04-30,36.173871442177415,-121.01840235037844,18.260217904571334,4.864355065198709,mb,Ring of Fire - California,2023-04-30,earthquake,reviewed,2023,4,30,0,0,0,10,5
2018-12-01,41.034878998522444,-121.84012688541956,42.74803329507454,5.977333408014694,mb,Ring of Fire - California,2018-12-01,earthquake,reviewed,2018,12,1,0,0,0,10,5
2023-10-01,39.087709658471894,-114.63773684339505,25.76836332526234,5.988149851632589,mb,Ring of Fire - California,2023-10-01,earthquake,reviewed,2023,10,1,0,0,0,10,5
2014-04-09,34.79447931437986,-120.46561173860027,24.127658148991458,5.893198176524567,mb,Ring of Fire - California,2014-04-09,earthquake,reviewed,2014,4,9,0,0,0,10,5
2017-01-13,40.44214170674189,-121.8666263094756,2.795818811650455,5.946957054899198,mb,Ring of Fire - California,2017-01-13,earthquake,reviewed,2017,1,13,0,0,0,10,5
2021-04-08,31.101854761096245,-118.66987205369287,1.0,6.361313830352275,mb,Ring of Fire - California,2021-04-08,earthquake,reviewed,2021,4,8,0,0,0,10,5
2018-05-06,34.76991999010566,-121.24973895220823,11.364105805242366,6.215439226261548,mb,Ring of Fire - California,2018-05-06,earthquake,reviewed,2018,5,6,0,0,0,10,5
2018-09-03,32.70316754280395,-118.98010862772927,4.228094308553959,5.525567083311442,mb,Ring of Fire - California,2018-09-03,earthquake,reviewed,2018,9,3,0,0,0,10,5
2015-03-19,39.98772926591363,-120.78070160888265,7.542216195608425,5.51668167195683,mb,Ring of Fire - California,2015-03-19,earthquake,reviewed,2015,3,19,0,0,0,10,5
2017-11-23,34.878433962119615,-119.77595508163728,60.36426548948368,4.999431221057425,mb,Ring of Fire - California,2017-11-23,earthquake,reviewed,2017,11,23,0,0,0,10,5
2023-06-07,38.45637441972616,-122.4804551533569,29.94826108182994,5.671133526621427,mb,Ring of Fire - California,2023-06-07,earthquake,reviewed,2023,6,7,0,0,0,10,5
2022-01-04,41.34646545336176,-118.45114230777787,52.529346139087224,6.287245650232597,mb,Ring of Fire - California,2022-01-04,earthquake,reviewed,2022,1,4,0,0,0,10,5
2022-02-02,34.31952324727576,-120.300420931566,3.000462290731751,5.9266253422901825,mb,Ring of Fire - California,2022-02-02,earthquake,reviewed,2022,2,2,0,0,0,10,5
2016-11-27,33.67207740250601,-125.3426449202409,43.046369307409826,5.525213382069722,mb,Ring of Fire - California,2016-11-27,earthquake,reviewed,2016,11,27,0,0,0,10,5
2021-04-18,35.69954415168033,-119.59463554249224,24.16131196032567,5.174954648943272,mb,Ring of Fire - California,2021-04-18,earthquake,reviewed,2021,4,18,0,0,0,10,5
2014-06-13,36.80176470072907,-121.39460990872055,75.26534275327928,5.297187017696897,mb,Ring of Fire - California,2014-06-13,earthquake,reviewed,2014,6,13,0,0,0,10,5
2016-06-16,38.005356042482795,-120.98540274684997,34.774345150381436,5.556543009501122,mb,Ring of Fire - California,2016-06-16,earthquake,reviewed,2016,6,16,0,0,0,10,5
2023-03-17,41.93885015075193,-123.30029088773342,20.88357725171012,5.7392498658979445,mb,Ring of Fire - California,2023-03-17,earthquake,reviewed,2023,3,17,0,0,0,10,5
2016-03-26,42.193451742593425,-120.68721192970051,11.463944617612876,5.178883252978968,mb,Ring of Fire - California,2016-03-26,earthquake,reviewed,2016,3,26,0,0,0,10,5
2024-11-11,37.20827540226907,-122.3991667662329,31.14116991384784,6.164865395710209,mb,Ring of Fire - California,2024-11-11,earthquake,reviewed,2024,11,11,0,0,0,10,5
2019-12-19,31.656407265326603,-118.85129314762544,1.0231838672384512,5.321543502836702,mb,Ring of Fire - California,2019-12-19,earthquake,reviewed,2019,12,19,0,0,0,10,5
2016-01-09,36.18400008307559,-121.86619450483487,15.91418190107867,5.9110782163285815,mb,Ring of Fire - California,2016-01-09,earthquake,reviewed,2016,1,9,0,0,0,10,5
2015-06-08,37.41909198885102,-121.23600697915177,14.734378334111865,5.6951653519167325,mb,Ring of Fire - California,2015-06-08,earthquake,reviewed,2015,6,8,0,0,0,10,5
2023-01-11,33.05795000925937,-119.38572523552995,37.03327473137301,5.329010340341271,mb,Ring of Fire - California,2023-01-11,earthquake,reviewed,2023,1,11,0,0,0,10,5
2022-08-13,38.972894076991665,-122.83193391569148,5.729813846906227,5.4829051077847275,mb,Ring of Fire - California,2022-08-13,earthquake,reviewed,2022,8,13,0,0,0,10,5
2017-05-20,37.63261707553154,-116.86259125290145,3.082067849830176,5.261296884201092,mb,Ring of Fire - California,2017-05-20,earthquake,reviewed,2017,5,20,0,0,0,10,5
2018-09-14,32.690656792692195,-121.79541393836342,10.232995798666451,5.465757358962396,mb,Ring of Fire - California,2018-09-14,earthquake,reviewed,2018,9,14,0,0,0,10,5
2019-01-27,42.20244407255331,-121.82145889890714,39.91578676783158,5.512431816376622,mb,Ring of Fire - California,2019-01-27,earthquake,reviewed,2019,1,27,0,0,0,10,5
2014-10-27,36.70074127503314,-115.26875522575534,21.820941720891078,5.4301485265795355,mb,Ring of Fire - California,2014-10-27,earthquake,reviewed,2014,10,27,0,0,0,10,5
2016-03-16,38.918284126577646,-117.32147833704211,15.688488144720091,5.9079267550392585,mb,Ring of Fire - California,2016-03-16,earthquake,reviewed,2016,3,16,0,0,0,10,5
2018-05-01,35.824861752649205,-119.54430447814539,4.034080498591998,5.339460837292422,mb,Ring of Fire - California,2018-05-01,earthquake,reviewed,2018,5,1,0,0,0,10,5
2023-11-22,38.74598141325152,-118.53190504417368,3.8267059326103547,6.061946645085625,mb,Ring of Fire - California,2023-11-22,earthquake,reviewed,2023,11,22,0,0,0,10,5
2021-09-23,42.20148688698825,-121.58807439308337,7.642088452115119,4.506394556016556,mb,Ring of Fire - California,2021-09-23,earthquake,reviewed,2021,9,23,0,0,0,10,5
2019-09-08,35.91560701250962,-121.13843776803523,6.067344847397044,5.597419409492798,mb,Ring of Fire - California,2019-09-08,earthquake,reviewed,2019,9,8,0,0,0,10,5
2023-07-21,36.24052847394971,-113.78117550802224,8.634200474040384,4.4471476684565,mb,Ring of Fire - California,2023-07-21,earthquake,reviewed,2023,7,21,0,0,0,10,5
2020-03-30,35.53009914258239,-122.20336647241449,3.012546559326433,5.236846382162546,mb,Ring of Fire - California,2020-03-30,earthquake,reviewed,2020,3,30,0,0,0,10,5
2016-06-14,37.5268831380468,-124.68911584220254,8.824918018581398,5.102596468291435,mb,Ring of Fire - California,2016-06-14,earthquake,reviewed,2016,6,14,0,0,0,10,5
2014-07-30,35.88761069860142,-113.31553669995105,17.03411922987443,5.418736017661872,mb,Ring of Fire - California,2014-07-30,earthquake,reviewed,2014,7,30,0,0,0,10,5
